NoOfEvals,MyRexJggKTabletP14K2_0,MyRexJggKTabletP14K2_1,MyRexJggKTabletP14K2_2
10080,659.971126894232,534.8287544216682,533.3887775060097
10120,659.971126894232,534.8287544216682,533.3887775060097
10160,659.971126894232,550.7886513884706,533.3887775060097
10200,659.971126894232,550.7886513884706,533.3887775060097
10240,659.971126894232,507.6518762476196,533.3887775060097
10280,659.971126894232,507.6518762476196,533.3887775060097
10320,659.971126894232,507.6518762476196,533.3887775060097
10360,518.0079965885398,507.6518762476196,533.3887775060097
10400,518.0079965885398,681.3308286994908,533.3887775060097
10440,518.0079965885398,681.3308286994908,533.3887775060097
10480,518.0079965885398,681.3308286994908,533.3887775060097
10520,518.0079965885398,681.3308286994908,533.3887775060097
10560,518.0079965885398,681.3308286994908,533.3887775060097
10600,518.0079965885398,602.9316517163284,533.3887775060097
10640,518.0079965885398,375.0227508625525,533.3887775060097
10680,518.0079965885398,375.0227508625525,533.3887775060097
10720,518.0079965885398,375.0227508625525,533.3887775060097
10760,518.0079965885398,375.0227508625525,533.3887775060097
10800,518.0079965885398,375.0227508625525,533.3887775060097
10840,518.0079965885398,375.0227508625525,533.3887775060097
10880,518.0079965885398,375.0227508625525,533.3887775060097
10920,518.0079965885398,375.0227508625525,404.21087648448196
10960,518.0079965885398,427.0851677496853,404.21087648448196
11000,358.154484484395,427.0851677496853,498.88611524354366
11040,358.154484484395,427.0851677496853,498.88611524354366
11080,358.154484484395,217.22940535946265,498.88611524354366
11120,358.154484484395,217.22940535946265,498.88611524354366
11160,358.154484484395,217.22940535946265,444.402150030809
11200,358.154484484395,217.22940535946265,444.402150030809
11240,331.32582888206144,217.22940535946265,444.402150030809
11280,331.32582888206144,217.22940535946265,364.1239790657555
11320,331.32582888206144,217.22940535946265,340.79732669492734
11360,331.32582888206144,217.22940535946265,340.79732669492734
11400,358.154484484395,217.22940535946265,340.79732669492734
11440,358.154484484395,217.22940535946265,340.79732669492734
11480,358.154484484395,217.22940535946265,340.79732669492734
11520,358.154484484395,237.9606444074885,340.79732669492734
11560,358.154484484395,237.9606444074885,340.79732669492734
11600,358.154484484395,237.9606444074885,364.1239790657555
11640,358.154484484395,237.9606444074885,364.1239790657555
11680,358.154484484395,237.9606444074885,189.64791138236353
11720,358.154484484395,237.9606444074885,364.1239790657555
11760,358.154484484395,237.9606444074885,364.1239790657555
11800,358.154484484395,237.9606444074885,277.4778829753913
11840,358.154484484395,237.9606444074885,364.1239790657555
11880,358.154484484395,237.9606444074885,322.6668547002544
11920,358.154484484395,188.49474840385852,188.04358043218267
11960,358.154484484395,183.9369996872676,188.04358043218267
12000,358.154484484395,183.9369996872676,188.04358043218267
12040,358.154484484395,183.9369996872676,188.04358043218267
12080,358.154484484395,158.03828878239057,188.04358043218267
12120,358.154484484395,158.03828878239057,188.04358043218267
12160,279.41431209466316,183.9369996872676,180.12211721322217
12200,279.41431209466316,183.9369996872676,180.12211721322217
12240,279.41431209466316,132.875874843102,180.12211721322217
12280,279.41431209466316,132.875874843102,180.12211721322217
12320,310.0733802902455,162.4545582072603,180.12211721322217
12360,297.4917932103217,162.4545582072603,114.6030632765973
12400,297.4917932103217,162.4545582072603,114.6030632765973
12440,277.75112068608837,162.4545582072603,114.6030632765973
12480,277.75112068608837,96.56019170432364,114.6030632765973
12520,277.75112068608837,96.56019170432364,114.6030632765973
12560,277.75112068608837,96.56019170432364,114.6030632765973
12600,277.75112068608837,96.56019170432364,114.6030632765973
12640,254.5104307121237,96.56019170432364,114.6030632765973
12680,254.5104307121237,96.56019170432364,180.12211721322217
12720,254.5104307121237,96.56019170432364,167.7086437228393
12760,198.5628621140875,85.03864402491854,167.7086437228393
12800,198.5628621140875,85.03864402491854,136.83703909751216
12840,198.5628621140875,85.03864402491854,136.83703909751216
12880,198.5628621140875,85.03864402491854,136.83703909751216
12920,192.81690119626697,85.03864402491854,136.83703909751216
12960,189.69631655239368,85.03864402491854,136.83703909751216
13000,189.69631655239368,85.03864402491854,136.83703909751216
13040,189.69631655239368,85.03864402491854,136.83703909751216
13080,169.6890464972953,85.03864402491854,120.43357219588006
13120,169.6890464972953,85.03864402491854,120.43357219588006
13160,169.6890464972953,85.03864402491854,120.43357219588006
13200,168.75483479359252,85.03864402491854,136.83703909751216
13240,168.75483479359252,85.03864402491854,136.83703909751216
13280,168.75483479359252,85.03864402491854,136.83703909751216
13320,168.75483479359252,85.03864402491854,136.83703909751216
13360,168.75483479359252,85.03864402491854,136.83703909751216
13400,168.75483479359252,85.03864402491854,136.83703909751216
13440,168.75483479359252,85.03864402491854,136.83703909751216
13480,168.75483479359252,61.543991233546784,107.7621502692458
13520,109.91020061354973,43.9882632778557,90.42454089520322
13560,101.61732280713181,43.9882632778557,90.42454089520322
13600,101.61732280713181,43.9882632778557,90.42454089520322
13640,101.61732280713181,43.9882632778557,102.61436788134522
13680,101.61732280713181,43.9882632778557,102.61436788134522
13720,101.61732280713181,43.9882632778557,102.61436788134522
13760,101.61732280713181,43.9882632778557,86.77559175210529
13800,101.61732280713181,43.9882632778557,86.77559175210529
13840,101.61732280713181,43.9882632778557,102.61436788134522
13880,101.61732280713181,43.9882632778557,102.61436788134522
13920,103.17196887608354,43.9882632778557,80.93878904149246
13960,103.17196887608354,43.9882632778557,80.93878904149246
14000,103.17196887608354,43.9882632778557,80.93878904149246
14040,103.17196887608354,43.9882632778557,80.93878904149246
14080,103.17196887608354,43.9882632778557,80.93878904149246
14120,103.17196887608354,43.9882632778557,68.74883622475913
14160,103.17196887608354,43.9882632778557,68.74883622475913
14200,78.97650098944584,47.079675844140255,68.07002264692008
14240,60.27304661528365,59.25562165384676,68.07002264692008
14280,60.27304661528365,59.25562165384676,68.07002264692008
14320,60.27304661528365,59.25562165384676,68.07002264692008
14360,60.27304661528365,58.519318196153655,68.07002264692008
14400,60.27304661528365,58.519318196153655,68.07002264692008
14440,60.27304661528365,43.034410598552725,68.07002264692008
14480,60.27304661528365,43.034410598552725,68.07002264692008
14520,60.27304661528365,43.034410598552725,68.07002264692008
14560,60.27304661528365,43.034410598552725,53.50236103127723
14600,60.27304661528365,44.75842134825193,53.50236103127723
14640,60.27304661528365,44.75842134825193,53.50236103127723
14680,60.27304661528365,40.09924620927489,53.50236103127723
14720,60.27304661528365,40.09924620927489,53.50236103127723
14760,57.69877910526908,40.09924620927489,43.398977824187
14800,57.69877910526908,40.09924620927489,34.347005073151
14840,57.69877910526908,37.109538445413314,34.347005073151
14880,57.69877910526908,40.09924620927489,34.347005073151
14920,57.69877910526908,40.09924620927489,34.347005073151
14960,57.69877910526908,36.56961080936297,34.347005073151
15000,57.69877910526908,36.56961080936297,34.347005073151
15040,55.14102389814731,36.56961080936297,34.347005073151
15080,55.14102389814731,30.332794855970352,34.347005073151
15120,55.14102389814731,30.332794855970352,34.347005073151
15160,55.14102389814731,30.332794855970352,34.347005073151
15200,55.14102389814731,30.332794855970352,34.347005073151
15240,51.24750508578421,30.332794855970352,34.347005073151
15280,51.24750508578421,30.332794855970352,31.289074899212373
15320,51.24750508578421,30.332794855970352,31.289074899212373
15360,51.24750508578421,29.66663779106685,19.230693284863488
15400,51.24750508578421,29.66663779106685,19.230693284863488
15440,39.48083903938484,29.66663779106685,19.230693284863488
15480,39.48083903938484,17.35914660000226,19.230693284863488
15520,39.48083903938484,17.35914660000226,19.230693284863488
15560,39.48083903938484,17.35914660000226,12.178319023358569
15600,39.48083903938484,17.35914660000226,12.178319023358569
15640,39.48083903938484,17.35914660000226,12.178319023358569
15680,39.48083903938484,17.35914660000226,12.178319023358569
15720,39.78680237656324,17.35914660000226,12.178319023358569
15760,31.08561255635254,17.35914660000226,12.178319023358569
15800,31.08561255635254,17.35914660000226,12.178319023358569
15840,31.08561255635254,17.35914660000226,12.178319023358569
15880,31.08561255635254,17.35914660000226,12.178319023358569
15920,31.08561255635254,17.35914660000226,12.178319023358569
15960,31.08561255635254,17.35914660000226,12.178319023358569
16000,31.08561255635254,17.35914660000226,12.178319023358569
16040,21.44951839604743,17.35914660000226,12.178319023358569
16080,21.44951839604743,17.35914660000226,12.178319023358569
16120,21.44951839604743,17.35914660000226,12.178319023358569
16160,21.44951839604743,17.35914660000226,12.178319023358569
16200,21.44951839604743,17.35914660000226,12.178319023358569
16240,21.44951839604743,17.35914660000226,12.178319023358569
16280,21.44951839604743,17.35914660000226,12.178319023358569
16320,21.44951839604743,17.35914660000226,12.178319023358569
16360,21.44951839604743,17.35914660000226,10.722581469850134
16400,21.44951839604743,14.302343805145922,10.722581469850134
16440,17.444150768232618,14.302343805145922,12.178319023358569
16480,17.444150768232618,14.302343805145922,12.178319023358569
16520,17.444150768232618,12.559293765530795,12.178319023358569
16560,17.444150768232618,12.559293765530795,12.178319023358569
16600,17.444150768232618,12.559293765530795,12.178319023358569
16640,17.444150768232618,12.559293765530795,12.178319023358569
16680,17.444150768232618,12.559293765530795,12.178319023358569
16720,17.444150768232618,12.559293765530795,12.178319023358569
16760,17.444150768232618,12.559293765530795,12.178319023358569
16800,17.444150768232618,12.559293765530795,12.178319023358569
16840,17.444150768232618,12.559293765530795,10.380118730448839
16880,17.444150768232618,12.559293765530795,10.380118730448839
16920,17.444150768232618,12.559293765530795,10.380118730448839
16960,17.444150768232618,12.559293765530795,10.380118730448839
17000,17.444150768232618,12.559293765530795,10.380118730448839
17040,16.503158462972173,15.067507367102326,10.380118730448839
17080,16.503158462972173,15.666877015445225,12.178319023358569
17120,16.503158462972173,15.666877015445225,12.178319023358569
17160,12.787031191880198,13.45325929380512,12.178319023358569
17200,12.787031191880198,13.45325929380512,12.178319023358569
17240,12.787031191880198,11.443633110605834,12.178319023358569
17280,12.787031191880198,11.443633110605834,12.178319023358569
17320,12.787031191880198,11.443633110605834,12.178319023358569
17360,12.787031191880198,11.443633110605834,12.178319023358569
17400,12.787031191880198,11.443633110605834,12.178319023358569
17440,12.787031191880198,8.489176001067104,12.178319023358569
17480,12.787031191880198,8.489176001067104,12.178319023358569
17520,12.787031191880198,8.489176001067104,12.178319023358569
17560,12.787031191880198,8.489176001067104,10.863015341075762
17600,10.973460771006629,8.489176001067104,10.924397082158926
17640,10.973460771006629,8.489176001067104,10.037509052335611
17680,10.973460771006629,8.489176001067104,7.108080573438798
17720,10.973460771006629,8.489176001067104,7.108080573438798
17760,10.973460771006629,8.489176001067104,7.108080573438798
17800,10.973460771006629,8.489176001067104,7.108080573438798
17840,9.028120898988243,8.489176001067104,7.108080573438798
17880,9.028120898988243,8.489176001067104,7.108080573438798
17920,9.028120898988243,8.959108726681139,7.108080573438798
17960,9.028120898988243,6.103346976164751,7.108080573438798
18000,9.028120898988243,6.103346976164751,7.108080573438798
18040,9.028120898988243,6.103346976164751,7.108080573438798
18080,9.028120898988243,6.103346976164751,7.042031654720288
18120,9.028120898988243,6.103346976164751,3.52280189939233
18160,9.028120898988243,6.103346976164751,3.52280189939233
18200,9.028120898988243,6.103346976164751,3.52280189939233
18240,6.190185277377628,6.103346976164751,3.52280189939233
18280,6.190185277377628,6.103346976164751,3.52280189939233
18320,6.190185277377628,6.103346976164751,3.52280189939233
18360,6.190185277377628,6.103346976164751,3.52280189939233
18400,6.190185277377628,6.103346976164751,3.52280189939233
18440,6.190185277377628,6.103346976164751,3.52280189939233
18480,6.190185277377628,6.103346976164751,3.52280189939233
18520,5.092106231058324,6.103346976164751,3.52280189939233
18560,5.092106231058324,6.971383740454875,3.52280189939233
18600,5.092106231058324,6.971383740454875,3.52280189939233
18640,5.092106231058324,4.55402578521222,3.52280189939233
18680,5.092106231058324,4.55402578521222,3.52280189939233
18720,5.092106231058324,4.55402578521222,3.52280189939233
18760,5.092106231058324,4.55402578521222,3.52280189939233
18800,5.092106231058324,4.55402578521222,3.52280189939233
18840,5.092106231058324,4.55402578521222,3.2117621835483687
18880,5.092106231058324,4.55402578521222,3.2117621835483687
18920,5.092106231058324,4.55402578521222,3.2117621835483687
18960,5.092106231058324,4.55402578521222,3.2117621835483687
19000,5.092106231058324,4.55402578521222,3.2117621835483687
19040,5.092106231058324,4.55402578521222,3.2117621835483687
19080,5.092106231058324,4.55402578521222,3.2117621835483687
19120,5.092106231058324,4.55402578521222,3.2117621835483687
19160,5.092106231058324,4.486865348137043,3.2117621835483687
19200,5.092106231058324,4.486865348137043,3.2117621835483687
19240,5.092106231058324,4.486865348137043,3.2117621835483687
19280,5.092106231058324,4.486865348137043,3.2117621835483687
19320,5.092106231058324,4.486865348137043,3.2117621835483687
19360,5.092106231058324,4.005205645585454,3.2117621835483687
19400,5.092106231058324,4.005205645585454,3.2117621835483687
19440,5.092106231058324,4.005205645585454,3.2117621835483687
19480,5.092106231058324,4.005205645585454,3.2117621835483687
19520,5.009399593750864,4.486865348137043,3.2117621835483687
19560,4.530332766874643,3.351455569623803,3.2117621835483687
19600,4.906338580159224,3.351455569623803,3.2117621835483687
19640,4.906338580159224,3.351455569623803,3.2117621835483687
19680,4.906338580159224,3.351455569623803,3.2117621835483687
19720,4.906338580159224,3.351455569623803,3.2117621835483687
19760,4.906338580159224,3.351455569623803,3.2117621835483687
19800,4.443218574814681,3.351455569623803,3.2117621835483687
19840,4.443218574814681,3.351455569623803,3.0434339751917934
19880,4.906338580159224,3.351455569623803,2.7805219865969253
19920,3.4071650492466468,3.351455569623803,2.7805219865969253
19960,3.4071650492466468,3.281680808257027,2.7805219865969253
20000,3.8055270308634404,3.351455569623803,2.7805219865969253
20040,3.8055270308634404,3.351455569623803,2.7805219865969253
20080,3.8055270308634404,3.351455569623803,2.7805219865969253
20120,3.9988586959157355,3.046015208262192,2.0860023777478682
20160,3.9988586959157355,3.046015208262192,1.792125480254804
20200,3.9404653410385855,3.046015208262192,1.792125480254804
20240,3.9404653410385855,3.046015208262192,1.792125480254804
20280,2.8262330164420164,2.6959253948010176,1.792125480254804
20320,2.8262330164420164,2.6959253948010176,1.792125480254804
20360,2.8262330164420164,2.6959253948010176,1.792125480254804
20400,2.8262330164420164,2.6959253948010176,1.792125480254804
