NoOfEvals,MyRexJggKTabletP14K2_0,MyRexJggKTabletP14K2_1,MyRexJggKTabletP14K2_2
111120,0.03803232282279711,0.4249088824973102,0.018759857148931323
111160,0.03803158828597759,0.4249088824973102,0.018759857148931323
111200,0.03803158828597759,0.4249088824973102,0.018759857148931323
111240,0.03803158828597759,0.4249088824973102,0.01876002388048065
111280,0.03803158828597759,0.4249088824973102,0.01876002388048065
111320,0.03803158828597759,0.42491067543309885,0.01876002388048065
111360,0.038031542102237685,0.42491067543309885,0.01876002388048065
111400,0.038031542102237685,0.4248989925403275,0.018760102861826326
111440,0.038031542102237685,0.4248989925403275,0.018760102861826326
111480,0.03802990349586791,0.4248989925403275,0.018760102861826326
111520,0.03802990349586791,0.4248989925403275,0.018760102861826326
111560,0.03802931051045258,0.4248989925403275,0.01875946720935514
111600,0.03802931051045258,0.4248989925403275,0.01875946720935514
111640,0.03802931051045258,0.4248989925403275,0.01875946720935514
111680,0.03802931051045258,0.4248989925403275,0.01875946720935514
111720,0.03802931051045258,0.4248989925403275,0.01875946720935514
111760,0.038025992477756815,0.4248989925403275,0.01875946720935514
111800,0.038025992477756815,0.4248989925403275,0.01875927100204744
111840,0.038025992477756815,0.4248989925403275,0.01875927100204744
111880,0.038025992477756815,0.42489416751923215,0.01875927100204744
111920,0.038025992477756815,0.42489416751923215,0.01875927100204744
111960,0.038025992477756815,0.42489416751923215,0.01875914373559126
112000,0.038025992477756815,0.4248838410314519,0.01875914373559126
112040,0.038025992477756815,0.42489416751923215,0.01875914373559126
112080,0.038025992477756815,0.42489416751923215,0.01875914373559126
112120,0.03802618589205155,0.42489416751923215,0.018759102084953485
112160,0.03802618589205155,0.42489416751923215,0.018759102084953485
112200,0.03802618589205155,0.42489416751923215,0.018758499243242542
112240,0.03802618589205155,0.42489416751923215,0.018758499243242542
112280,0.03802618589205155,0.42489416751923215,0.018758631885068967
112320,0.03802618589205155,0.42489416751923215,0.018758631885068967
112360,0.03802618589205155,0.42489416751923215,0.018758173533751626
112400,0.03802539589900095,0.42489416751923215,0.018758173533751626
112440,0.03802618589205155,0.42489416751923215,0.018758173533751626
112480,0.03802618589205155,0.42489469537167057,0.018758173533751626
112520,0.03802618589205155,0.42489469537167057,0.018758173533751626
112560,0.03802618589205155,0.4248924248543644,0.018758173533751626
112600,0.03802618589205155,0.4248924248543644,0.018758173533751626
112640,0.03802618589205155,0.42489217445202376,0.018758173533751626
112680,0.03802476046169635,0.42488674328247183,0.018758173533751626
112720,0.03802476046169635,0.42488674328247183,0.018758173533751626
112760,0.03802476046169635,0.42488674328247183,0.018758103473732517
112800,0.03802476046169635,0.42488674328247183,0.018758103473732517
112840,0.03802476046169635,0.4248845819437733,0.018758103473732517
112880,0.03802476046169635,0.4248845819437733,0.018758103473732517
112920,0.03802476046169635,0.42489136799571575,0.018758103473732517
112960,0.038024974958631934,0.42489136799571575,0.018758103473732517
113000,0.038024974958631934,0.42489136799571575,0.018758103473732517
113040,0.038024974958631934,0.42489136799571575,0.018758103473732517
113080,0.038024974958631934,0.42488402098066663,0.018758103473732517
113120,0.038023754414368095,0.42488402098066663,0.018758103473732517
113160,0.038023754414368095,0.42488402098066663,0.018758103473732517
113200,0.038023754414368095,0.42488402098066663,0.018758103473732517
113240,0.038023754414368095,0.42488402098066663,0.018758103473732517
113280,0.038023754414368095,0.42487480403820777,0.018758103473732517
113320,0.03802214333256891,0.42487480403820777,0.018758021189886846
113360,0.03802214333256891,0.42486626262167454,0.018758021189886846
113400,0.03802214333256891,0.42486626262167454,0.018758021189886846
113440,0.03802214333256891,0.42486626262167454,0.018757993836670293
113480,0.03802214333256891,0.42486626262167454,0.018757993836670293
113520,0.03802214333256891,0.42486626262167454,0.018757993836670293
113560,0.03802214333256891,0.42486626262167454,0.018757993836670293
113600,0.03802214333256891,0.42486626262167454,0.01875773395804332
113640,0.038020696690749214,0.42486626262167454,0.01875773395804332
113680,0.038020696690749214,0.42486626262167454,0.01875773395804332
113720,0.038020696690749214,0.42486626262167454,0.01875773395804332
113760,0.038020696690749214,0.42486626262167454,0.01875773395804332
113800,0.038020696690749214,0.42486626262167454,0.01875773395804332
113840,0.038020696690749214,0.42486626262167454,0.01875773395804332
113880,0.038020696690749214,0.42486626262167454,0.01875773395804332
113920,0.038020696690749214,0.42486626262167454,0.01875773395804332
113960,0.038020696690749214,0.42486626262167454,0.01875773395804332
114000,0.038020696690749214,0.42486626262167454,0.01875773395804332
114040,0.038020696690749214,0.42486626262167454,0.01875773395804332
114080,0.038020696690749214,0.42486626262167454,0.01875798492679216
114120,0.038020696690749214,0.42486626262167454,0.01875798492679216
114160,0.038020696690749214,0.42486626262167454,0.01875798492679216
114200,0.038020696690749214,0.42486626262167454,0.01875796129469025
114240,0.038020696690749214,0.4248757333988176,0.01875796129469025
114280,0.038020696690749214,0.4248757333988176,0.01875796129469025
114320,0.038020696690749214,0.4248666202082378,0.01875796129469025
114360,0.038020696690749214,0.4248666202082378,0.01875772527365158
114400,0.038020696690749214,0.4248666202082378,0.01875772527365158
114440,0.038020696690749214,0.4248666202082378,0.01875772527365158
114480,0.038020696690749214,0.4248666202082378,0.01875772527365158
114520,0.038020696690749214,0.4248666202082378,0.01875772527365158
114560,0.038020696690749214,0.4248239864003843,0.01875772527365158
114600,0.03801944398240866,0.4248239864003843,0.01875772527365158
114640,0.03801944398240866,0.4248239864003843,0.01875772527365158
114680,0.03801944398240866,0.4248239864003843,0.01875772527365158
114720,0.03801880186284703,0.4248239864003843,0.01875772527365158
114760,0.03801880186284703,0.4248239864003843,0.018757546615643755
114800,0.03801820235773292,0.4248239864003843,0.018757546615643755
114840,0.03801820235773292,0.4248239864003843,0.018757546615643755
114880,0.03801820235773292,0.4248239864003843,0.018757546615643755
114920,0.03801820235773292,0.4248239864003843,0.01875741581031469
114960,0.03801776881783653,0.4248239864003843,0.01875741581031469
115000,0.03801776881783653,0.4248239864003843,0.01875741581031469
115040,0.03801776881783653,0.4248239864003843,0.01875741581031469
115080,0.03801776881783653,0.4248239864003843,0.01875741581031469
115120,0.038017973988037565,0.4248239864003843,0.01875741581031469
115160,0.038017973988037565,0.4248239864003843,0.01875741581031469
115200,0.038017973988037565,0.4248239864003843,0.01875741581031469
115240,0.038017973988037565,0.4248239864003843,0.018757371188819396
115280,0.038017973988037565,0.4248239864003843,0.01875712640496086
115320,0.038017973988037565,0.4248239864003843,0.01875712640496086
115360,0.038017973988037565,0.4248239864003843,0.01875712640496086
115400,0.038017973988037565,0.4248239864003843,0.01875712640496086
115440,0.038017973988037565,0.4248239864003843,0.01875712640496086
115480,0.03801613072396907,0.4248239864003843,0.01875712640496086
115520,0.03801613072396907,0.42483478005041025,0.01875712640496086
115560,0.03801613072396907,0.42483478005041025,0.018756201083560017
115600,0.03801613072396907,0.42483478005041025,0.018756201083560017
115640,0.03801613072396907,0.42483478005041025,0.018756201083560017
115680,0.03801613072396907,0.42483478005041025,0.018756201083560017
115720,0.03801613072396907,0.42483478005041025,0.018756201083560017
115760,0.03801751501311496,0.42483478005041025,0.018756201083560017
115800,0.03801745063764722,0.42483478005041025,0.018756201083560017
115840,0.03801745063764722,0.42483478005041025,0.018756201083560017
115880,0.03801691826034071,0.42483478005041025,0.018756201083560017
115920,0.038016912686363834,0.42483478005041025,0.018756201083560017
115960,0.03801483554620733,0.42483478005041025,0.018756201083560017
116000,0.03801483554620733,0.42483478005041025,0.018756201083560017
116040,0.03801483554620733,0.42483478005041025,0.018756201083560017
116080,0.03801483554620733,0.42483478005041025,0.018756201083560017
116120,0.03801483554620733,0.42483478005041025,0.018756201083560017
116160,0.03801483554620733,0.42483478005041025,0.018756510435865528
116200,0.03801483554620733,0.42483478005041025,0.018756510435865528
116240,0.03801483554620733,0.42483478005041025,0.018756510435865528
116280,0.03801483554620733,0.42483478005041025,0.018756510435865528
116320,0.03801483554620733,0.42483478005041025,0.018756510435865528
116360,0.03801483554620733,0.42483478005041025,0.018756510435865528
116400,0.03801483554620733,0.42483478005041025,0.018756510435865528
116440,0.03801483554620733,0.42484412192756693,0.018756510435865528
116480,0.03801483554620733,0.42484018411420854,0.018756510435865528
116520,0.03801483554620733,0.42483586464791584,0.018756510435865528
116560,0.03801483554620733,0.42483586464791584,0.018756451375970422
116600,0.03801483554620733,0.42483586464791584,0.018756510435865528
116640,0.0380137715164137,0.42483586464791584,0.018756510435865528
116680,0.0380137715164137,0.42483586464791584,0.018756510435865528
116720,0.0380137715164137,0.42483396616340396,0.018756510435865528
116760,0.0380137715164137,0.42483396616340396,0.018756510435865528
116800,0.0380137715164137,0.42483396616340396,0.018756368122616537
116840,0.0380137715164137,0.42483396616340396,0.018756368122616537
116880,0.0380137715164137,0.42483396616340396,0.018756368122616537
116920,0.0380137715164137,0.42483396616340396,0.018756368122616537
116960,0.0380137715164137,0.42483396616340396,0.018756368122616537
117000,0.0380137715164137,0.42483396616340396,0.018756168162080505
117040,0.0380137715164137,0.42483396616340396,0.018756168162080505
117080,0.0380137715164137,0.42483396616340396,0.018756168162080505
117120,0.0380137715164137,0.42483396616340396,0.018756168162080505
117160,0.0380137715164137,0.424833486635298,0.01875620748630176
117200,0.0380137715164137,0.424833486635298,0.01875620748630176
117240,0.0380137715164137,0.42483288725093366,0.01875620748630176
117280,0.038013645350221566,0.42483288725093366,0.01875620748630176
117320,0.038013645350221566,0.42483288725093366,0.01875620748630176
117360,0.038013645350221566,0.42483288725093366,0.01875620748630176
117400,0.038011667564254885,0.42483288725093366,0.01875620748630176
117440,0.038011667564254885,0.4248301680283803,0.01875620748630176
117480,0.03801288816127861,0.4248300492677093,0.01875620748630176
117520,0.03801288816127861,0.4248300492677093,0.018756156146448
117560,0.03801288816127861,0.4248300492677093,0.018755938045636963
117600,0.03801288816127861,0.4248300492677093,0.018755938045636963
117640,0.03801288816127861,0.4248300492677093,0.018755849470344525
117680,0.03801288816127861,0.4248300492677093,0.018755849470344525
117720,0.03801288816127861,0.4248300492677093,0.01875555217119787
117760,0.03801288816127861,0.4248300492677093,0.018755698786860463
117800,0.03801288816127861,0.42482754836204445,0.018755698786860463
117840,0.03801288816127861,0.4248277262673478,0.018755698786860463
117880,0.03801288816127861,0.4248277262673478,0.018755698786860463
117920,0.03801288816127861,0.4248277262673478,0.018755698786860463
117960,0.03801288816127861,0.4248277262673478,0.018755838887694172
118000,0.03801288816127861,0.4248277262673478,0.018755838887694172
118040,0.038012408420360216,0.4248277262673478,0.0187553843982194
118080,0.03801288816127861,0.4248277262673478,0.0187553843982194
118120,0.038011972570719275,0.42482586065589684,0.0187553843982194
118160,0.038011972570719275,0.42482586065589684,0.0187553843982194
118200,0.038011972570719275,0.42482586065589684,0.0187553843982194
118240,0.038011972570719275,0.42482586065589684,0.0187553843982194
118280,0.038011972570719275,0.4248277262673478,0.0187553843982194
118320,0.038011887706304266,0.4248277262673478,0.0187553843982194
118360,0.038011887706304266,0.4248277262673478,0.0187553843982194
118400,0.038011887706304266,0.4248277262673478,0.0187553843982194
118440,0.03801112740060647,0.42482747709221885,0.0187553843982194
118480,0.03801112740060647,0.4248259068538151,0.0187553843982194
118520,0.03801112740060647,0.4248259068538151,0.0187553843982194
118560,0.038009586218981484,0.42482042578689017,0.0187553843982194
118600,0.038009586218981484,0.42482042578689017,0.0187553843982194
118640,0.038009586218981484,0.42482042578689017,0.0187553843982194
118680,0.038009586218981484,0.42482042578689017,0.0187553843982194
118720,0.038009586218981484,0.42482042578689017,0.0187553843982194
118760,0.038009586218981484,0.42482042578689017,0.0187553843982194
118800,0.03801108354949454,0.42482042578689017,0.018755203614822923
118840,0.03801108354949454,0.42482042578689017,0.018755203614822923
118880,0.03801108354949454,0.42482042578689017,0.018755203614822923
118920,0.03801108354949454,0.42482042578689017,0.018755203614822923
118960,0.038010700813889964,0.42482042578689017,0.018755203614822923
119000,0.038010700813889964,0.42482042578689017,0.018755203614822923
119040,0.03800930574740702,0.42482042578689017,0.018755203614822923
119080,0.03800909009609861,0.42482042578689017,0.018755203614822923
119120,0.03800909009609861,0.42482042578689017,0.018755203614822923
119160,0.03800909009609861,0.42481999806001236,0.018755203614822923
119200,0.03800909009609861,0.42481999806001236,0.018755203614822923
119240,0.03800909009609861,0.4248186955553336,0.018755203614822923
119280,0.03800909009609861,0.42481318773593835,0.018755203614822923
119320,0.03800909009609861,0.42481318773593835,0.018755203614822923
119360,0.03800909009609861,0.42481318773593835,0.018755203614822923
119400,0.03800909009609861,0.42481318773593835,0.018755203614822923
119440,0.03800909009609861,0.42481318773593835,0.018755203614822923
119480,0.03800909009609861,0.42481318773593835,0.018755203614822923
119520,0.03800909009609861,0.42481318773593835,0.018755203614822923
119560,0.03800909009609861,0.42481318773593835,0.018755203614822923
119600,0.03800904589936016,0.42481318773593835,0.018755203614822923
119640,0.03800647499228402,0.42481318773593835,0.018755203614822923
119680,0.03800647499228402,0.42481747217734683,0.018755203614822923
119720,0.03800647499228402,0.42481782560601866,0.01875475009563378
119760,0.03800647499228402,0.42481782560601866,0.01875475009563378
119800,0.03800647499228402,0.42481782560601866,0.01875475009563378
119840,0.03800647499228402,0.4248171596989285,0.01875475009563378
119880,0.03800647499228402,0.4248171596989285,0.01875475009563378
119920,0.03800647499228402,0.4248171596989285,0.01875472545801241
119960,0.03800647499228402,0.4248171596989285,0.01875472545801241
120000,0.03800647499228402,0.4248171596989285,0.01875472545801241
120040,0.03800647499228402,0.4248171596989285,0.01875472545801241
120080,0.03800647499228402,0.4248171596989285,0.01875472545801241
120120,0.03800647499228402,0.4248134567069831,0.01875472545801241
120160,0.03800647499228402,0.4248134567069831,0.01875472545801241
120200,0.03800720440889757,0.4248134567069831,0.01875472545801241
120240,0.03800720440889757,0.4248134567069831,0.01875472545801241
120280,0.03800720440889757,0.4248134567069831,0.01875472545801241
120320,0.03800720440889757,0.4248134567069831,0.01875472545801241
120360,0.03800625910111371,0.4248134567069831,0.018754541682839847
120400,0.03800625910111371,0.4248134567069831,0.018754541682839847
120440,0.03800625910111371,0.4248134567069831,0.018754541682839847
120480,0.03800625910111371,0.4248114601915851,0.018754541682839847
120520,0.03800625910111371,0.4248114601915851,0.018754541682839847
120560,0.03800625910111371,0.4248114601915851,0.018754541682839847
120600,0.038006964069771394,0.42480901246380437,0.01875450713205843
120640,0.038006964069771394,0.42480901246380437,0.01875450713205843
120680,0.03800720440889757,0.42480901246380437,0.01875450713205843
120720,0.038006066619422435,0.42480901246380437,0.01875450713205843
120760,0.038006066619422435,0.42480901246380437,0.01875450713205843
120800,0.038006066619422435,0.42480901246380437,0.01875450713205843
120840,0.038006066619422435,0.42480901246380437,0.01875450713205843
120880,0.038006066619422435,0.42480901246380437,0.01875450713205843
120920,0.038006066619422435,0.4248061767625941,0.01875450713205843
120960,0.038006066619422435,0.4248061767625941,0.01875450713205843
121000,0.038006066619422435,0.4248061767625941,0.01875450713205843
121040,0.038006066619422435,0.4248061767625941,0.018754683254121243
121080,0.038006066619422435,0.4248061767625941,0.018754683254121243
121120,0.03800600142873182,0.4248061767625941,0.018754683254121243
121160,0.03800600142873182,0.4248061767625941,0.018754428072797404
121200,0.038006066619422435,0.4248061767625941,0.018754428072797404
121240,0.038006066619422435,0.4248061767625941,0.018754428072797404
121280,0.038006066619422435,0.4248061767625941,0.018754428072797404
121320,0.038006066619422435,0.4248061767625941,0.018754428072797404
121360,0.03800557915874301,0.4248061767625941,0.018754428072797404
121400,0.03800557915874301,0.4248061767625941,0.018754428072797404
121440,0.03800557915874301,0.4248061767625941,0.018754428072797404
121480,0.03800587122802831,0.4248061767625941,0.018754428072797404
121520,0.03800587122802831,0.4248061767625941,0.018754428072797404
121560,0.03800486267749022,0.4248061767625941,0.018754428072797404
121600,0.03800486267749022,0.4248061767625941,0.018754428072797404
121640,0.03800486267749022,0.4248061767625941,0.018754428072797404
121680,0.03800486267749022,0.4248061767625941,0.018754428072797404
121720,0.03800441495841584,0.4248061767625941,0.018754504543485814
121760,0.03800441495841584,0.4248061767625941,0.018754504543485814
121800,0.03800441495841584,0.4248061767625941,0.018754504543485814
121840,0.03800441495841584,0.4248061767625941,0.018754504543485814
121880,0.03800441495841584,0.4248061767625941,0.018754504543485814
121920,0.03800441495841584,0.4248034174225836,0.018754504543485814
121960,0.03800441495841584,0.4248034174225836,0.018754463307435222
122000,0.03800441495841584,0.4248034174225836,0.018754463307435222
122040,0.03800446231151158,0.4248034174225836,0.018754438491099187
122080,0.03800424077537157,0.4248034174225836,0.018754438491099187
122120,0.03800357923007849,0.4248034174225836,0.018754438491099187
122160,0.03800357923007849,0.4248034174225836,0.018754438491099187
122200,0.038003369430418044,0.42480315465310126,0.018754438491099187
122240,0.038003369430418044,0.4248015175535136,0.018754438491099187
122280,0.038003369430418044,0.42480315465310126,0.018754438491099187
122320,0.038003369430418044,0.42480419269364245,0.018754438491099187
122360,0.038003369430418044,0.42480419269364245,0.01875439373019736
122400,0.038003369430418044,0.42480380949025376,0.01875439373019736
122440,0.038003369430418044,0.42480380949025376,0.018754273355660902
122480,0.038003369430418044,0.42480380949025376,0.018754273355660902
122520,0.038003369430418044,0.42480380949025376,0.018754143635059138
122560,0.03800328259006731,0.42480380949025376,0.018754111466895367
122600,0.03800328259006731,0.42480380949025376,0.018754111466895367
122640,0.03800328259006731,0.42480380949025376,0.018754111466895367
122680,0.03800328259006731,0.42480380949025376,0.018754039700564575
122720,0.03800328259006731,0.42480380949025376,0.018754039700564575
122760,0.03800328259006731,0.42480380949025376,0.018754039700564575
122800,0.03800328259006731,0.42480380949025376,0.018754039700564575
122840,0.03800328259006731,0.42480380949025376,0.018754143635059138
122880,0.038002317480006556,0.42480380949025376,0.018754143635059138
122920,0.038002317480006556,0.42480380949025376,0.018754143635059138
122960,0.03800098324351337,0.42480380949025376,0.018753940373266317
123000,0.03800098324351337,0.42480380949025376,0.018753940373266317
123040,0.03800082732768677,0.42480380949025376,0.01875383349777352
123080,0.03800082732768677,0.42480380949025376,0.01875383349777352
123120,0.03800082732768677,0.42480380949025376,0.01875383349777352
123160,0.03800082732768677,0.42480312212183136,0.01875383349777352
123200,0.03800082732768677,0.42480312212183136,0.01875383349777352
123240,0.03800082732768677,0.42480312212183136,0.01875383349777352
123280,0.03800082732768677,0.42480312212183136,0.01875383349777352
123320,0.03800098324351337,0.4248021713144068,0.01875383349777352
123360,0.03800098324351337,0.42480208610911113,0.01875383349777352
123400,0.03800139694230798,0.42480208610911113,0.01875383349777352
123440,0.03800139694230798,0.42480208610911113,0.018753857490596135
123480,0.03800139694230798,0.42480208610911113,0.018753857490596135
123520,0.03800139694230798,0.42480195780126806,0.018753857490596135
123560,0.03800124711320954,0.42479969915554344,0.018753857490596135
123600,0.038000629962586505,0.42479969915554344,0.018753857490596135
123640,0.038000629962586505,0.42479969915554344,0.018753857490596135
123680,0.038000629962586505,0.42479969915554344,0.018753857490596135
123720,0.03800044785845534,0.42479969915554344,0.018753857490596135
123760,0.03800033026713751,0.42479969915554344,0.018753857490596135
123800,0.03800033026713751,0.42479969915554344,0.018753774726016772
123840,0.03800033026713751,0.42479969915554344,0.018753774726016772
123880,0.03800033026713751,0.42479969915554344,0.018753774726016772
123920,0.03800033026713751,0.42479969915554344,0.018753774726016772
123960,0.03800004665159095,0.42479593876832117,0.018753774726016772
124000,0.03800004665159095,0.42479593876832117,0.018753774726016772
124040,0.03800004665159095,0.42479593876832117,0.018753774726016772
124080,0.03800004665159095,0.42479593876832117,0.018753721722745798
124120,0.03800004665159095,0.42479593876832117,0.018753721722745798
124160,0.03800004665159095,0.42479593876832117,0.018753721722745798
124200,0.03800004665159095,0.42479593876832117,0.018753721722745798
124240,0.03800004665159095,0.42479593876832117,0.018753721722745798
124280,0.03800004665159095,0.42479593876832117,0.018753721722745798
124320,0.03800004665159095,0.42479593876832117,0.018753721722745798
124360,0.03799989943683064,0.42479593876832117,0.018753721722745798
124400,0.03799989943683064,0.42479593876832117,0.018753721722745798
124440,0.03799826053782029,0.42479593876832117,0.018753721722745798
124480,0.03799915581621642,0.42479593876832117,0.018753721722745798
124520,0.03799915581621642,0.42479593876832117,0.018753721722745798
124560,0.03799915581621642,0.42479593876832117,0.018753721722745798
124600,0.03799915581621642,0.42479593876832117,0.018753721722745798
124640,0.03799915581621642,0.42479163417130206,0.018753721722745798
124680,0.03799915581621642,0.42479163417130206,0.018753721722745798
124720,0.03799915581621642,0.42479163417130206,0.018753721722745798
124760,0.03799915581621642,0.42479163417130206,0.018753701963947073
124800,0.03799915581621642,0.42479163417130206,0.018753701963947073
124840,0.03799915581621642,0.42479163417130206,0.018753721722745798
124880,0.03799915581621642,0.42479163417130206,0.018753718686511527
124920,0.03799915581621642,0.42479163417130206,0.018753686158180953
124960,0.03799915581621642,0.42479163417130206,0.01875362412428952
125000,0.03799915581621642,0.42479163417130206,0.01875362412428952
125040,0.03799915581621642,0.42479163417130206,0.01875362412428952
125080,0.03799915581621642,0.42479163417130206,0.01875362412428952
125120,0.03799915581621642,0.42479163417130206,0.01875362412428952
125160,0.037998653722435674,0.42479163417130206,0.018753570882996774
125200,0.037998653722435674,0.42479163417130206,0.018753570882996774
125240,0.037998653722435674,0.42479163417130206,0.018753570882996774
125280,0.037998653722435674,0.42479163417130206,0.018753492698134307
125320,0.037998653722435674,0.42479163417130206,0.018753492698134307
125360,0.037998181203297454,0.42479207511630523,0.018753492698134307
125400,0.037998653722435674,0.42479058622878446,0.01875337371117177
125440,0.037998653722435674,0.42479058622878446,0.01875337371117177
125480,0.03799754382188481,0.42479058622878446,0.01875337371117177
125520,0.03799754382188481,0.42479058622878446,0.01875337371117177
125560,0.03799754382188481,0.42479058622878446,0.01875337371117177
125600,0.03799754382188481,0.42479058622878446,0.01875337371117177
125640,0.03799754382188481,0.42479058622878446,0.01875337371117177
125680,0.03799754382188481,0.42479058622878446,0.01875337371117177
125720,0.03799754382188481,0.42479058622878446,0.01875337371117177
125760,0.03799754382188481,0.42479058622878446,0.01875337371117177
125800,0.03799754382188481,0.42479058622878446,0.01875337371117177
125840,0.03799754382188481,0.42479058622878446,0.01875327512859132
125880,0.03799754382188481,0.42479058622878446,0.01875327512859132
125920,0.03799754382188481,0.42479058622878446,0.01875327512859132
125960,0.03799754382188481,0.42479058622878446,0.01875327512859132
126000,0.03799754382188481,0.42479058622878446,0.01875327512859132
126040,0.03799643974228249,0.42479005809640935,0.01875327512859132
126080,0.037996731926153916,0.42479005809640935,0.01875327512859132
126120,0.037996731926153916,0.42479005809640935,0.018753317211087302
126160,0.037996731926153916,0.42479005809640935,0.018753317211087302
126200,0.037996731926153916,0.42479005809640935,0.01875334364472958
126240,0.037996731926153916,0.42479000688292895,0.01875334364472958
126280,0.037996731926153916,0.42479000688292895,0.01875334364472958
126320,0.037996731926153916,0.4247887580055495,0.01875334364472958
126360,0.037996731926153916,0.42478782421834804,0.018753087411627057
126400,0.037996731926153916,0.42478775273386965,0.018753087411627057
126440,0.037996731926153916,0.42478775273386965,0.018753087411627057
126480,0.037996731926153916,0.42478775273386965,0.018753087411627057
126520,0.03799670288444122,0.4247871805283859,0.018753087411627057
126560,0.03799670288444122,0.4247871805283859,0.018752979476919587
126600,0.03799670288444122,0.4247871805283859,0.018752979476919587
126640,0.03799670288444122,0.4247871805283859,0.018752979476919587
126680,0.03799670288444122,0.4247871805283859,0.018752979476919587
126720,0.037996143704855385,0.4247871805283859,0.018752979476919587
126760,0.03799601597047142,0.4247862581166796,0.018752979476919587
126800,0.037996731926153916,0.42478598107262255,0.018752979476919587
126840,0.037996731926153916,0.4247858225555103,0.018752979476919587
126880,0.037996731926153916,0.4247858225555103,0.018752979476919587
126920,0.037996731926153916,0.4247858225555103,0.018752979476919587
126960,0.03799669254580787,0.4247858225555103,0.018752979476919587
127000,0.03799669254580787,0.4247858225555103,0.018752979476919587
127040,0.037996561229251,0.4247858225555103,0.018752979476919587
127080,0.037996561229251,0.4247858225555103,0.018752979476919587
127120,0.037996234674277825,0.4247858225555103,0.018753007752053526
127160,0.037996234674277825,0.4247858225555103,0.018753007752053526
127200,0.037996234674277825,0.4247858225555103,0.018753007752053526
127240,0.037996234674277825,0.4247858225555103,0.018753023307069315
127280,0.037996234674277825,0.4247858225555103,0.018753023307069315
127320,0.03799519264119151,0.4247858225555103,0.018753023307069315
127360,0.03799519264119151,0.42478522901781757,0.01875296429119677
127400,0.03799519264119151,0.42478522901781757,0.01875296429119677
127440,0.03799519264119151,0.42478522901781757,0.01875296429119677
127480,0.03799519264119151,0.42478522901781757,0.01875296429119677
127520,0.03799596698168114,0.42478522901781757,0.01875296429119677
127560,0.037995776616418,0.42478460225853987,0.01875296429119677
127600,0.037995776616418,0.42478438374242533,0.01875296429119677
127640,0.037995776616418,0.42478438374242533,0.01875296429119677
127680,0.03799576074141641,0.42478438374242533,0.01875296429119677
127720,0.0379956258590545,0.42478438374242533,0.018753048324013154
127760,0.0379956258590545,0.42478438374242533,0.018753048324013154
127800,0.0379956258590545,0.4247827706851155,0.01875291465702643
127840,0.0379956258590545,0.4247827706851155,0.01875291465702643
127880,0.0379956258590545,0.4247827706851155,0.01875291465702643
127920,0.03799499243035662,0.424779421459026,0.018752914519967908
127960,0.03799499243035662,0.424779421459026,0.018752914519967908
128000,0.03799450656553605,0.424779421459026,0.018752914519967908
128040,0.03799450656553605,0.4247820913227343,0.018752914519967908
128080,0.03799450656553605,0.4247820913227343,0.018752914519967908
128120,0.03799450656553605,0.4247820913227343,0.018752914519967908
128160,0.03799450656553605,0.4247820913227343,0.018752914519967908
128200,0.03799450656553605,0.4247820913227343,0.018752914670751342
128240,0.03799450656553605,0.4247820913227343,0.018752914670751342
128280,0.03799450656553605,0.4247820913227343,0.018752914670751342
128320,0.03799450656553605,0.4247820913227343,0.018752755376253316
128360,0.03799450656553605,0.4247820913227343,0.018752755376253316
128400,0.03799450656553605,0.4247820913227343,0.018752755376253316
128440,0.03799450656553605,0.4247820913227343,0.018752755376253316
128480,0.03799450656553605,0.424780752116061,0.018752755376253316
128520,0.03799450656553605,0.424780752116061,0.018752681204713784
128560,0.03799450656553605,0.424780752116061,0.018752681204713784
128600,0.03799450656553605,0.424780752116061,0.018752681204713784
128640,0.03799421607676281,0.424780752116061,0.018752681204713784
128680,0.03799450656553605,0.424780752116061,0.018752681204713784
128720,0.03799450656553605,0.42477925888654666,0.018752681204713784
128760,0.037994701930366415,0.42477925888654666,0.018752681204713784
128800,0.037994701930366415,0.4247787003085634,0.018752681204713784
128840,0.037994701930366415,0.4247774032040809,0.018752681204713784
128880,0.03799435720982708,0.4247774032040809,0.018752681204713784
128920,0.03799435720982708,0.4247774032040809,0.018752681204713784
128960,0.03799435720982708,0.4247774032040809,0.018752681204713784
129000,0.03799407829516142,0.4247774032040809,0.018752681204713784
129040,0.03799407829516142,0.4247778662686449,0.018752681204713784
129080,0.03799407829516142,0.4247778662686449,0.018752681204713784
129120,0.03799407829516142,0.4247778662686449,0.018752681204713784
129160,0.03799407829516142,0.4247778662686449,0.018752681204713784
129200,0.03799407829516142,0.4247778662686449,0.018752816214726565
129240,0.03799407829516142,0.4247778662686449,0.018752816214726565
129280,0.03799407829516142,0.424775569700223,0.018752816214726565
129320,0.03799407829516142,0.424775569700223,0.018752816214726565
129360,0.03799407829516142,0.424775569700223,0.018752816214726565
129400,0.03799407829516142,0.4247772877654616,0.018752816214726565
129440,0.0379940503005887,0.4247705297256903,0.018752816214726565
129480,0.0379940503005887,0.4247705297256903,0.018752816214726565
129520,0.0379940503005887,0.4247705297256903,0.018752816214726565
129560,0.0379940503005887,0.4247705297256903,0.018752816214726565
129600,0.0379940503005887,0.4247705297256903,0.018752816214726565
129640,0.0379940503005887,0.4247705297256903,0.018752816214726565
129680,0.0379940503005887,0.4247705297256903,0.018752816214726565
