NoOfEvals,MyRexJggKTabletP7K5_0,MyRexJggKTabletP7K5_1,MyRexJggKTabletP7K5_2
38900,31.519752780049355,74.96347806187508,201.61233969432195
39000,31.519752610340166,74.96347854702225,201.61233969432195
39100,31.519752190973907,74.96347854702225,201.61233969432195
39200,31.519752099399078,74.96347841507789,201.61233969432195
39300,31.51975205072525,74.96347830935366,201.61233966148265
39400,31.519751961272934,74.96347830935366,201.61233951530966
39500,31.519751961272934,74.9634779147952,201.61233951530966
39600,31.51975205072525,74.96347795987805,201.61233943746757
39700,31.51975178383201,74.96347795987805,201.61233943746757
39800,31.519751863348663,74.96347796086728,201.61233951530966
39900,31.519751863348663,74.96347796086728,201.61233955091217
40000,31.519751863348663,74.96347796086728,201.61233931507027
40100,31.519751859871363,74.96347772271068,201.61233938975124
40200,31.519751365803977,74.96347772271068,201.61233942588368
40300,31.519751365803977,74.96347772271068,201.6123392086287
40400,31.519751615146205,74.963477751929,201.6123392086287
40500,31.519751615146205,74.963477751929,201.6123392086287
40600,31.519751586158993,74.963477751929,201.6123392086287
40700,31.51975167064929,74.963477751929,201.6123393056096
40800,31.51975167064929,74.963477751929,201.61233919301392
40900,31.51975167064929,74.96347774092399,201.61233911657516
41000,31.519751498147524,74.96347756511629,201.61233911657516
41100,31.519751498147524,74.96347756511629,201.61233911657516
41200,31.519751408824426,74.96347756511629,201.61233917275894
41300,31.519751474438085,74.96347756511629,201.61233917275894
41400,31.519751553438713,74.96347760437367,201.6123390415686
41500,31.519751553438713,74.96347771844714,201.6123390415686
41600,31.519751557754446,74.96347763819163,201.6123390415686
41700,31.51975151144527,74.96347745146636,201.6123390415686
41800,31.519751405781935,74.96347735101394,201.6123390415686
41900,31.519751384055535,74.96347735101394,201.61233908209257
42000,31.519751384055535,74.96347735101394,201.61233902755447
42100,31.519751384055535,74.96347743511107,201.61233902755447
42200,31.51975146859205,74.96347743511107,201.61233904725873
42300,31.5197514451394,74.96347741089451,201.61233904725873
42400,31.519751417699247,74.96347741089451,201.61233904725873
42500,31.519751417699247,74.96347738209826,201.61233904725873
42600,31.519751416471745,74.96347738209826,201.61233901855925
42700,31.519751416471745,74.96347738653533,201.61233900159053
42800,31.519751407314086,74.96347738361274,201.61233900159053
42900,31.519751416471745,74.96347731409445,201.61233900159053
43000,31.519751416471745,74.96347738653533,201.61233900159053
43100,31.519751428677218,74.9634773849615,201.61233899636898
43200,31.519751394040856,74.96347734839753,201.61233898984415
43300,31.519751394040856,74.96347734839753,201.61233898984415
43400,31.519751394040856,74.96347733283244,201.61233899616383
43500,31.51975138784081,74.9634772916363,201.61233899636898
43600,31.51975138784081,74.9634772916363,201.6123389943353
43700,31.51975138784081,74.96347732345289,201.6123389943353
43800,31.519751377363903,74.96347734395152,201.6123389870076
43900,31.519751374464192,74.96347733323479,201.61233895102959
44000,31.519751377363903,74.96347730558792,201.61233895102959
44100,31.51975137595346,74.96347730558792,201.61233895102959
44200,31.51975137595346,74.9634773052461,201.61233895102959
44300,31.51975138750284,74.9634773052461,201.61233895102959
44400,31.51975134378727,74.96347730358845,201.612338951337
44500,31.51975134378727,74.96347730358845,201.612338951337
44600,31.51975134378727,74.96347728102664,201.61233894861635
44700,31.51975136340282,74.96347728102664,201.61233895981658
44800,31.51975136340282,74.96347728102664,201.6123389578063
44900,31.51975136340282,74.96347728883617,201.6123389578063
45000,31.51975136340282,74.9634772789922,201.61233894700317
45100,31.51975136336613,74.9634772789922,201.61233894326352
45200,31.51975136336613,74.9634772789922,201.61233894326352
45300,31.51975136336613,74.96347727749239,201.6123389293551
45400,31.51975136336613,74.96347727749239,201.61233894379734
45500,31.519751362288964,74.96347727749239,201.61233894379734
45600,31.519751364131352,74.96347728195748,201.61233894379734
45700,31.51975136346555,74.96347728195748,201.61233894311687
45800,31.51975136346555,74.96347728145942,201.61233894311687
45900,31.51975135842058,74.96347728145942,201.61233894311687
46000,31.51975135795473,74.96347728195748,201.6123389444379
46100,31.51975135795473,74.96347728195748,201.61233894158107
46200,31.51975135795473,74.96347727688884,201.6123389394742
46300,31.51975135795473,74.96347727928405,201.61233893714643
46400,31.519751354439897,74.96347727928405,201.6123389394742
46500,31.519751354439897,74.96347727757994,201.6123389394742
46600,31.519751354439897,74.96347727734135,201.6123389394742
46700,31.51975135402889,74.96347726804723,201.61233893670948
46800,31.5197513542938,74.96347727357241,201.61233893670948
46900,31.51975135327001,74.96347727377663,201.61233893297762
47000,31.51975135327001,74.96347727209083,201.61233893297762
47100,31.51975135327001,74.96347726933442,201.61233893297762
47200,31.519751351514365,74.96347726798089,201.61233893410267
47300,31.519751352990177,74.96347726798089,201.61233893222013
47400,31.519751352990177,74.96347726424655,201.61233893222013
47500,31.519751350021764,74.96347726424655,201.61233893222013
47600,31.519751350021764,74.96347726798089,201.61233893323632
47700,31.519751350429466,74.96347726663062,201.61233893347108
47800,31.519751350429466,74.96347726489465,201.61233893261272
47900,31.519751350429466,74.96347726317993,201.61233893261272
48000,31.519751350429466,74.96347726317993,201.61233893261272
48100,31.519751350429466,74.96347726489465,201.61233893261272
48200,31.519751350235815,74.96347726489465,201.61233893261272
48300,31.519751350235815,74.96347726523639,201.61233893246862
48400,31.519751348391036,74.96347726411688,201.61233893228294
48500,31.51975134789362,74.96347726436339,201.61233893246862
48600,31.51975134789362,74.96347726358289,201.61233893219028
48700,31.51975134789362,74.9634772637654,201.61233893219028
48800,31.5197513486569,74.9634772636461,201.61233893177499
48900,31.5197513486569,74.96347726250453,201.61233893098887
49000,31.5197513486569,74.96347726106723,201.6123389296533
49100,31.5197513486569,74.96347726106723,201.6123389296533
49200,31.51975134780792,74.96347726106723,201.6123389296533
49300,31.51975134780792,74.96347726106723,201.6123389305337
49400,31.519751347758923,74.9634772587515,201.6123389305337
49500,31.51975134780792,74.96347726054695,201.6123389296664
49600,31.51975134749274,74.96347726054695,201.61233893054765
49700,31.519751347040284,74.96347726152756,201.6123389307352
49800,31.519751347040284,74.96347726129615,201.61233893001142
49900,31.51975134744529,74.96347726150269,201.61233893023652
50000,31.519751347586887,74.96347726084835,201.61233893052633
50100,31.51975134765405,74.96347726114706,201.61233893052633
50200,31.51975134765405,74.96347726081171,201.61233893016902
50300,31.51975134765405,74.96347726105436,201.61233893015066
50400,31.519751347686636,74.96347726105436,201.61233893012434
50500,31.519751347163027,74.96347726105436,201.61233893012434
50600,31.519751347163027,74.96347726096077,201.6123389299698
50700,31.51975134748572,74.96347726085304,201.61233892945546
